g,z,tech,fuel,Status,StYr,RetrYr,Life,Capacity,UnitSize,BuildLimitperYear,DescreteCap,HeatRate,Capex,FOMperMW,VOM,ReserveCost,MinLimitShare,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,MinGenCommitment,HoursOn,HoursOff,minUT,minDT,StUpCost,InitialOn,fuel2,HeatRate2,,MaxTotalBuild,MinUtilization,RETech
Nyamyotsi_II,Rwanda,ROR,Water,1,2011,2055,50,0.1,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Agatobwe,Rwanda,ROR,Water,1,2010,2055,50,0.39,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Mutobo,Rwanda,ROR,Water,1,2009,2055,50,0.2,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Nkora,Rwanda,ROR,Water,1,2011,2055,50,0.68,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Cyimbili,Rwanda,ROR,Water,1,2011,2055,50,0.3,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Gaseke,Rwanda,ROR,Water,1,2017,2055,50,0.5,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Mazimeru,Rwanda,ROR,Water,1,2012,2055,50,0.5,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Janja,Rwanda,ROR,Water,1,2012,2055,50,0.2,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Gashashi,Rwanda,ROR,Water,1,2013,2055,50,0.28,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Nyabahanga_I,Rwanda,ROR,Water,1,2012,2055,50,0.2,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Nshili_I,Rwanda,ROR,Water,1,2012,2055,50,0.4,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Rwaza_Muko,Rwanda,ROR,Water,1,2018,2055,50,2.6,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Musarara,Rwanda,ROR,Water,1,2013,2055,50,0.4,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Mukungwa_II,Rwanda,ROR,Water,1,2013,2055,50,3.6,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Rukarara_II,Rwanda,ROR,Water,1,2013,2055,50,2.2,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Nyirabuhombohombo,Rwanda,ROR,Water,1,2013,2055,50,0.65,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Giciye_I,Rwanda,ROR,Water,1,2013,2055,50,4,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Giciye_II,Rwanda,ROR,Water,1,2016,2055,50,4,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Giciye_III,Rwanda,ROR,Water,1,2020,2055,50,9.8,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Rukarara_V_Mushishito,Rwanda,ROR,Water,1,2019,2055,50,5,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Rubagabaga,Rwanda,ROR,Water,1,2019,2055,50,0.45,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Nyirantaruko,Rwanda,ROR,Water,1,2020,2055,50,1.84,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Kigasa,Rwanda,ROR,Water,1,2020,2055,50,0.27,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Mukungu_MHPP,Rwanda,ROR,Water,1,2020,2055,50,0.02,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0,0,0
Kavumu-Mwange,Rwanda,ROR,Water,1,2023,2055,50,0.33,0,0.33,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0.33,0,0
Ntaruka_A,Rwanda,ROR,Water,1,2023,2055,50,2,0,2.1,0,0,2.8,40000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,2.1,0.1,0
Jabana_1,Rwanda,ICE,Diesel,1,2004,2055,30,7.8,0,0,0,10.42,1.68,8000,6.4,5,0,1,1,0,0.2,,,,,,,,0,0,,0,0,0
Jabana_2,Rwanda,ICE,HFO,1,2009,2055,30,21,0,0,0,10.42,1.68,8000,6.4,5,0,1,1,0,0.2,,,,,,,,0,0,,0,0,0
SO_Energy,Rwanda,ICE,Diesel,1,2017,2055,30,0,0,0,0,10.42,1.68,8000,6.4,5,0,1,1,0,0.2,,,,,,,,0,0,,0,0,0
Gishoma,Rwanda,ST,Peat,1,2016,2055,30,15,0,0,0,9.4,2,60000,2,5,0,1,1,0,0.2,,,,,,,,0,0,,0,0,0
Hakan,Rwanda,ST,Peat,1,2021,2055,30,70,0,0,0,9.4,2,60000,2,5,0,1,1,0,0.2,,,,,,,,0,0,,0,0,0
Kivuwatt_Phase_I,Rwanda,Methane,Methane,1,2016,2055,,26.19,,,,9.45,,,,,0,1,1,0,0.2,,,,,,,,,,,,,
KP1,Rwanda,Methane,Methane,1,2009,2055,,3.6,,,,9.4,,,,,0,1,1,0,0.2,,,,,,,,,,,,,
SPLK,Rwanda,Methane,Methane,1,2023,2055,,50,,,,8.3,,,,,0,1,1,0,0.2,,,,,,,,,,,,,
Jali,Rwanda,PV,Solar,1,2007,2055,25,0.25,0,0,0,0,0.8,15000,0,0,0,1,1,0,0,,,,,,,,0,0,,0,0,1
GigaWatt,Rwanda,PV,Solar,1,2013,2055,25,8.5,0,0,0,0,0.8,15000,0,0,0,1,1,0,0,,,,,,,,0,0,,0,0,1
Nasho_Solar,Rwanda,PV,Solar,1,2017,2055,25,3.3,0,0,0,0,0.8,15000,0,0,0,1,1,0,0,,,,,,,,0,0,,0,0,1
Kivuwatt Phase_2 extension,Rwanda,ICE,Diesel,2,2030,2055,30,9,0,0,0,9.45,0.8,20000,4,5,0,1,1,0,0.2,,,,,,,,0,0,,0,0,0
SPLK Phase_2 extension,Rwanda,ICE,Diesel,2,2030,2055,30,28,0,28,0,8.3,1.68,10000,10,5,0,1,1,0,0.2,,,,,,,,0,0,,28,0.05,0
Izuba CB Energy Rwanda,Rwanda,ROR,Water,2,2025,2055,50,4.13,0,0,0,0,2.5,75000,0.5,5,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Nyirahindwe 1,Rwanda,ROR,Water,2,2025,2055,50,0.909,0,0.91,0,0,2.8,40000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0.91,0,0
Nyirahindwe 2,Rwanda,ROR,Water,2,2027,2055,50,0.359,0,0.36,0,0,2.8,40000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,0.36,0,0
Muvumba Multipurpose Dam,Rwanda,ROR,Water,2,2027,2055,50,1,0,0,0,0,2.5,75000,0.5,5,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Ngororero,Rwanda,ROR,Water,2,2027,2055,50,2.7,0,2.7,0,0,2.8,40000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,2.7,0,0
Nyundo,Rwanda,ROR,Water,2,2027,2055,50,4.5,0,4.5,0,0,2.8,40000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,4.5,0,0
Rwondo,Rwanda,ROR,Water,2,2027,2055,50,2.3,0,2.3,0,0,2.8,40000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,2.3,0,0
Base 1,Rwanda,ROR,Water,2,2027,2055,50,2.9,0,0,0,0,2.5,75000,0.5,5,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Kore,Rwanda,ROR,Water,2,2025,2055,50,1.3,0,1.3,0,0,2.8,40000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,1.3,0,0
Rucanzogera,Rwanda,ROR,Water,2,2028,2055,50,1.9,0,1.9,0,0,2.8,40000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,1.9,0,0
Rukore,Rwanda,ROR,Water,2,2028,2055,50,2,0,2,0,0,2.8,40000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,2,0,0
Bihongore,Rwanda,ROR,Water,2,2030,2055,50,4.22,0,4.22,0,0,2.8,40000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,4.22,0.05,0
Rukarara VI,Rwanda,ReservoirHydro,Water,2,2027,2055,50,9.76,0,0,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,,0,,0,0,0
Nyabarongo II,Rwanda,ReservoirHydro,Water,2,2027,2055,50,43.5,0,43,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,43,0.06,0
Rusizi III,Rwanda,ReservoirHydro,Water,2,2031,2055,50,68,0,48,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,48,0,0
Rusizi IV,Rwanda,ReservoirHydro,Water,2,2030,2055,50,95.9,0,200,0,0,3.3,50000,0.5,5,0,1,1,0,0.4,,,,,,,,0,0,,200,0,0
PV_generic,Rwanda,PV,Solar,3,2026,2055,,4000,,50,0,,,,,,,,,,,,,,,,,,,,,4000,,
ReservoirHydro_generic,Rwanda,ReservoirHydro,Water,3,2026,2055,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,,
ROR_generic,Rwanda,ROR,Water,3,2026,2055,,0,,0,0,,,,,,,,,,,,,,,,,,,,,0,,
Wind_generic,Rwanda,OnshoreWind,Wind,3,2026,2055,,50,,100,0,,,,,,,,,,,,,,,,,,,,,50,,
OCGT_generic,Rwanda,OCGT,Gas,3,2026,2055,,2000,,100,0,,,,,,,,,,,,,,,,,,,,,2000,,
CCGT_generic,Rwanda,CCGT,Gas,3,2026,2055,,2000,,100,0,,,,,,,,,,,,,,,,,,,,,2000,,
Biomass_generic,Rwanda,BiomassPlant,Biomass,3,2026,2055,,1000,,100,0,,,,,,,,,,,,,,,,,,,,,1000,,
Diesel_generic,Rwanda,ICE,Diesel,3,2026,2055,,10000,,200,0,,,,,,,,,,,,,,,,,,,,,10000,,
BESS_generic,Rwanda,Storage,Battery,3,2026,2055,,10000,,50,0,,,,,,,,,,,,,,,,,,,,,10000,,
PSH_generic,Rwanda,Storage,Pumped,3,2026,2055,,1000,,100,0,,,,,,,,,,,,,,,,,,,,,1000,,
Peat_generic,Rwanda,ST,Peat,3,2026,2055,,2000,,100,0,,,,,,,,,,,,,,,,,,,,,2000,,
Methane_generic,Rwanda,Methane,Methane,3,2026,2055,,270.21,,100,0,,,,,,,,,,,,,,,,,,,,,270.21,,
